"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2012",50.379,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2011",33.43,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2011",18.518,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2011",50.708,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2010",33.71,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2010",18.736,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2010",51.128,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2009",33.839,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2009",18.783,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2009",51.441,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2008",34.394,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2008",19.494,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2008",51.854,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2007",34.624,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2007",19.497,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2007",52.308,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2006",34.759,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2006",19.581,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2006",52.402,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2005",34.806,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2005",19.531,,,
"Arab States","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2005",52.432,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2026",29.343,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2026",24.593,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2026",34.233,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2025",29.406,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2025",24.708,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2025",34.256,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2024",29.473,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2024",24.83,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2024",34.283,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2023",29.446,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2023",24.83,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2023",34.242,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2022",29.426,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2022",24.869,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2022",34.175,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2021",30.452,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2021",25.494,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2021",35.634,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2020",32.594,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2020",27.518,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2020",37.905,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2019",31.954,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2019",25.468,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2019",38.739,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2018",31.993,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2018",25.765,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2018",38.517,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2017",32.765,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2017",24.671,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2017",41.283,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2016",32.401,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2016",24.164,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2016",41.135,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2015",31.336,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2015",22.791,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2015",40.498,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2014",30.292,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2014",21.691,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2014",39.515,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2013",30.046,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2013",21.339,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2013",39.228,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2012",29.549,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2012",20.823,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2012",38.645,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2011",30.06,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2011",21.33,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2011",39.164,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2010",29.617,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2010",20.729,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2010",38.889,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2009",29.282,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2009",20.258,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2009",38.699,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2008",29.332,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2008",20.553,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2008",38.492,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2007",29.705,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2007",21.167,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2007",38.61,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2006",29.433,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2006",21.414,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2006",37.794,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2005",29.309,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2005",21.427,,,
"Arab States: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2005",37.522,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2026",15.541,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2026",10.496,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2026",22.052,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2025",15.539,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2025",10.489,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2025",21.943,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2024",15.542,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2024",10.474,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2024",21.825,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2023",15.496,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2023",10.451,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2023",21.779,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2022",15.765,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2022",10.674,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2022",22.282,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2021",16.632,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2021",11.874,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2021",22.74,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2020",17.955,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2020",12.553,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2020",24.872,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2019",13.968,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2019",7.412,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2019",22.418,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2018",14.605,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2018",8.106,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2018",23.097,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2017",15.562,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2017",9.143,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2017",24.213,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2016",15.973,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2016",9.607,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2016",24.825,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2015",17.424,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2015",11.069,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2015",26.449,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2014",18.616,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2014",12.219,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2014",27.886,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2013",19.813,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2013",13.412,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2013",29.291,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2012",20.797,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2012",14.448,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2012",30.388,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2011",21.978,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2011",15.754,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2011",31.504,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2010",22.622,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2010",16.323,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2010",32.38,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2009",23.107,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2009",16.778,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2009",33.076,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2008",23.39,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2008",17.144,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2008",33.344,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2007",23.715,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2007",17.613,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2007",33.418,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2006",24.243,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2006",18.345,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2006",33.475,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2005",24.075,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2005",18.187,,,
"Arab States: High income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2005",33.1,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2026",20.538,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2026",11.394,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2026",30.527,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2025",20.49,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2025",11.365,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2025",30.45,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2024",20.436,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2024",11.332,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2024",30.364,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2023",20.406,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2023",11.326,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2023",30.296,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2022",21.254,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2022",11.657,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2022",31.701,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2021",22.311,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2021",12.955,,,
"Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2021",32.494,,,
